Commodity,Year,Attribute,Value
Wheat flour: Per capita availability adjusted for loss,1997,Food pattern equivalents available daily-Oz-eq,5.279361834
Wheat flour: Per capita availability adjusted for loss,1998,Food pattern equivalents available daily-Oz-eq,5.147198833
Wheat flour: Per capita availability adjusted for loss,1999,Food pattern equivalents available daily-Oz-eq,5.186421579
Wheat flour: Per capita availability adjusted for loss,2000,Food pattern equivalents available daily-Oz-eq,5.261574451
Wheat flour: Per capita availability adjusted for loss,2001,Food pattern equivalents available daily-Oz-eq,5.068640554
Wheat flour: Per capita availability adjusted for loss,2002,Food pattern equivalents available daily-Oz-eq,4.914891607
Wheat flour: Per capita availability adjusted for loss,2003,Food pattern equivalents available daily-Oz-eq,4.919630541
Wheat flour: Per capita availability adjusted for loss,2004,Food pattern equivalents available daily-Oz-eq,4.847112417
Wheat flour: Per capita availability adjusted for loss,2005,Food pattern equivalents available daily-Oz-eq,4.830658606
Wheat flour: Per capita availability adjusted for loss,2006,Food pattern equivalents available daily-Oz-eq,4.880687575
Wheat flour: Per capita availability adjusted for loss,2007,Food pattern equivalents available daily-Oz-eq,4.969357635
Wheat flour: Per capita availability adjusted for loss,2008,Food pattern equivalents available daily-Oz-eq,4.913952325
Wheat flour: Per capita availability adjusted for loss,2009,Food pattern equivalents available daily-Oz-eq,4.842341642
Wheat flour: Per capita availability adjusted for loss,2010,Food pattern equivalents available daily-Oz-eq,4.845631829
Wheat flour: Per capita availability adjusted for loss,2011,Food pattern equivalents available daily-Oz-eq,4.828753182
Wheat flour: Per capita availability adjusted for loss,2012,Food pattern equivalents available daily-Oz-eq,4.896725486
Wheat flour: Per capita availability adjusted for loss,2013,Food pattern equivalents available daily-Oz-eq,4.921970601
Wheat flour: Per capita availability adjusted for loss,2014,Food pattern equivalents available daily-Oz-eq,4.909260238
Wheat flour: Per capita availability adjusted for loss,2015,Food pattern equivalents available daily-Oz-eq,4.786905043
Wheat flour: Per capita availability adjusted for loss,2016,Food pattern equivalents available daily-Oz-eq,4.734299038
Wheat flour: Per capita availability adjusted for loss,2017,Food pattern equivalents available daily-Oz-eq,4.739186639
Wheat flour: Per capita availability adjusted for loss,2018,Food pattern equivalents available daily-Oz-eq,4.749006286
Wheat flour: Per capita availability adjusted for loss,2019,Food pattern equivalents available daily-Oz-eq,4.71094034
Wheat flour: Per capita availability adjusted for loss,2020,Food pattern equivalents available daily-Oz-eq,4.751194172
Wheat flour: Per capita availability adjusted for loss,2021,Food pattern equivalents available daily-Oz-eq,4.649390608
Wheat flour: Per capita availability adjusted for loss,2022,Food pattern equivalents available daily-Oz-eq,4.777777415
Wheat flour: Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,110.8547996
Wheat flour: Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,110.4765711
Wheat flour: Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,109.8321297
Wheat flour: Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,112.8050996
Wheat flour: Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,110.9295085
Wheat flour: Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,114.4637723
Wheat flour: Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,119.0232294
Wheat flour: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,115.438356
Wheat flour: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,115.2185924
Wheat flour: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,116.3278633
Wheat flour: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,116.8628088
Wheat flour: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,115.832058
Wheat flour: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,116.8397799
Wheat flour: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,117.6582044
Wheat flour: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,119.0890951
Wheat flour: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,124.5861864
Wheat flour: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,125.5939792
Wheat flour: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,129.79743
Wheat flour: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,131.6402918
Wheat flour: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,129.1218514
Wheat flour: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,135.5671349
Wheat flour: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,135.6899938
Wheat flour: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,138.0493295
Wheat flour: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,142.1463798
Wheat flour: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,142.9441695
Wheat flour: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,139.9666974
Wheat flour: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,146.3839276
Wheat flour: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,146.7695632
Wheat flour: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,142.9972617
Wheat flour: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,143.96413
Wheat flour: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,146.3319582
Wheat flour: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,141.0988714
Wheat flour: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,136.855328
Wheat flour: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,136.821548
Wheat flour: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,134.6361871
Wheat flour: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,134.3773916
Wheat flour: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,135.8192231
Wheat flour: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,138.2699125
Wheat flour: Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,136.598284
Wheat flour: Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,134.657739
Wheat flour: Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,134.8149042
Wheat flour: Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,132.4649769
Wheat flour: Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,134.32963
Wheat flour: Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,135.0221677
Wheat flour: Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,134.6734901
Wheat flour: Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,133.0413574
Wheat flour: Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,131.6619736
Wheat flour: Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,131.7857295
Wheat flour: Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,132.0652126
Wheat flour: Per capita availability adjusted for loss,2019,Primary weight-Lbs/year,131.0350628
Wheat flour: Per capita availability adjusted for loss,2020,Primary weight-Lbs/year,132.3399826
Wheat flour: Per capita availability adjusted for loss,2021,Primary weight-Lbs/year,129.2662435
Wheat flour: Per capita availability adjusted for loss,2022,Primary weight-Lbs/year,132.9076706
Wheat flour: Per capita availability adjusted for loss,1970,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1971,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1972,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1973,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1974,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1975,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1976,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1977,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1978,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1979,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1980,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1981,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1982,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1983,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1984,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1985,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1986,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1987,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1988,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1989,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1990,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1991,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1992,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1993,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1994,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1995,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1996,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1997,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1998,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1999,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2000,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2001,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2002,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2003,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2004,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2005,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2006,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2007,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2008,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2009,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2010,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2011,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2012,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2013,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2014,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2015,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2016,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2017,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2018,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2019,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2020,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2021,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,2022,Loss from primary to retail weight-Percent,0
Wheat flour: Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,110.8547996
Wheat flour: Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,110.4765711
Wheat flour: Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,109.8321297
Wheat flour: Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,112.8050996
Wheat flour: Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,110.9295085
Wheat flour: Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,114.4637723
Wheat flour: Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,119.0232294
Wheat flour: Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,115.438356
Wheat flour: Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,115.2185924
Wheat flour: Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,116.3278633
Wheat flour: Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,116.8628088
Wheat flour: Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,115.832058
Wheat flour: Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,116.8397799
Wheat flour: Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,117.6582044
Wheat flour: Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,119.0890951
Wheat flour: Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,124.5861864
Wheat flour: Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,125.5939792
Wheat flour: Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,129.79743
Wheat flour: Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,131.6402918
Wheat flour: Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,129.1218514
Wheat flour: Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,135.5671349
Wheat flour: Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,135.6899938
Wheat flour: Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,138.0493295
Wheat flour: Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,142.1463798
Wheat flour: Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,142.9441695
Wheat flour: Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,139.9666974
Wheat flour: Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,146.3839276
Wheat flour: Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,146.7695632
Wheat flour: Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,142.9972617
Wheat flour: Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,143.96413
Wheat flour: Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,146.3319582
Wheat flour: Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,141.0988714
Wheat flour: Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,136.855328
Wheat flour: Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,136.821548
Wheat flour: Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,134.6361871
Wheat flour: Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,134.3773916
Wheat flour: Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,135.8192231
Wheat flour: Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,138.2699125
Wheat flour: Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,136.598284
Wheat flour: Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,134.657739
Wheat flour: Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,134.8149042
Wheat flour: Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,132.4649769
Wheat flour: Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,134.32963
Wheat flour: Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,135.0221677
Wheat flour: Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,134.6734901
Wheat flour: Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,133.0413574
Wheat flour: Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,131.6619736
Wheat flour: Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,131.7857295
Wheat flour: Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,132.0652126
Wheat flour: Per capita availability adjusted for loss,2019,Retail weight-Lbs/year,131.0350628
Wheat flour: Per capita availability adjusted for loss,2020,Retail weight-Lbs/year,132.3399826
Wheat flour: Per capita availability adjusted for loss,2021,Retail weight-Lbs/year,129.2662435
Wheat flour: Per capita availability adjusted for loss,2022,Retail weight-Lbs/year,132.9076706
Wheat flour: Per capita availability adjusted for loss,1970,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1971,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1972,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1973,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1974,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1975,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1976,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1977,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1978,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1979,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1980,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1981,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1982,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1983,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1984,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1985,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1986,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1987,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1988,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1989,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1990,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1991,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1992,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1993,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1994,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1995,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1996,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1997,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1998,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1999,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2000,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2001,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2002,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2003,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2004,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2005,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2006,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2007,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2008,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2009,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2010,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2011,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2012,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2013,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2014,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2015,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2016,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2017,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2018,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2019,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2020,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2021,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,2022,Loss from retail/ institutional to consumer level-Percent,12
Wheat flour: Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,97.55222367
Wheat flour: Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,97.21938255
Wheat flour: Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,96.65227416
Wheat flour: Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,99.26848763
Wheat flour: Per capita availability adjusted for loss,1974,Consumer weight-Lbs/year,97.61796744
Wheat flour: Per capita availability adjusted for loss,1975,Consumer weight-Lbs/year,100.7281196
Wheat flour: Per capita availability adjusted for loss,1976,Consumer weight-Lbs/year,104.7404418
Wheat flour: Per capita availability adjusted for loss,1977,Consumer weight-Lbs/year,101.5857533
Wheat flour: Per capita availability adjusted for loss,1978,Consumer weight-Lbs/year,101.3923613
Wheat flour: Per capita availability adjusted for loss,1979,Consumer weight-Lbs/year,102.3685197
Wheat flour: Per capita availability adjusted for loss,1980,Consumer weight-Lbs/year,102.8392718
Wheat flour: Per capita availability adjusted for loss,1981,Consumer weight-Lbs/year,101.9322111
Wheat flour: Per capita availability adjusted for loss,1982,Consumer weight-Lbs/year,102.8190063
Wheat flour: Per capita availability adjusted for loss,1983,Consumer weight-Lbs/year,103.5392198
Wheat flour: Per capita availability adjusted for loss,1984,Consumer weight-Lbs/year,104.7984037
Wheat flour: Per capita availability adjusted for loss,1985,Consumer weight-Lbs/year,109.635844
Wheat flour: Per capita availability adjusted for loss,1986,Consumer weight-Lbs/year,110.5227017
Wheat flour: Per capita availability adjusted for loss,1987,Consumer weight-Lbs/year,114.2217384
Wheat flour: Per capita availability adjusted for loss,1988,Consumer weight-Lbs/year,115.8434567
Wheat flour: Per capita availability adjusted for loss,1989,Consumer weight-Lbs/year,113.6272293
Wheat flour: Per capita availability adjusted for loss,1990,Consumer weight-Lbs/year,119.2990787
Wheat flour: Per capita availability adjusted for loss,1991,Consumer weight-Lbs/year,119.4071945
Wheat flour: Per capita availability adjusted for loss,1992,Consumer weight-Lbs/year,121.4834099
Wheat flour: Per capita availability adjusted for loss,1993,Consumer weight-Lbs/year,125.0888142
Wheat flour: Per capita availability adjusted for loss,1994,Consumer weight-Lbs/year,125.7908692
Wheat flour: Per capita availability adjusted for loss,1995,Consumer weight-Lbs/year,123.1706937
Wheat flour: Per capita availability adjusted for loss,1996,Consumer weight-Lbs/year,128.8178563
Wheat flour: Per capita availability adjusted for loss,1997,Consumer weight-Lbs/year,129.1572156
Wheat flour: Per capita availability adjusted for loss,1998,Consumer weight-Lbs/year,125.8375903
Wheat flour: Per capita availability adjusted for loss,1999,Consumer weight-Lbs/year,126.6884344
Wheat flour: Per capita availability adjusted for loss,2000,Consumer weight-Lbs/year,128.7721232
Wheat flour: Per capita availability adjusted for loss,2001,Consumer weight-Lbs/year,124.1670069
Wheat flour: Per capita availability adjusted for loss,2002,Consumer weight-Lbs/year,120.4326886
Wheat flour: Per capita availability adjusted for loss,2003,Consumer weight-Lbs/year,120.4029623
Wheat flour: Per capita availability adjusted for loss,2004,Consumer weight-Lbs/year,118.4798447
Wheat flour: Per capita availability adjusted for loss,2005,Consumer weight-Lbs/year,118.2521046
Wheat flour: Per capita availability adjusted for loss,2006,Consumer weight-Lbs/year,119.5209163
Wheat flour: Per capita availability adjusted for loss,2007,Consumer weight-Lbs/year,121.677523
Wheat flour: Per capita availability adjusted for loss,2008,Consumer weight-Lbs/year,120.20649
Wheat flour: Per capita availability adjusted for loss,2009,Consumer weight-Lbs/year,118.4988103
Wheat flour: Per capita availability adjusted for loss,2010,Consumer weight-Lbs/year,118.6371157
Wheat flour: Per capita availability adjusted for loss,2011,Consumer weight-Lbs/year,116.5691797
Wheat flour: Per capita availability adjusted for loss,2012,Consumer weight-Lbs/year,118.2100744
Wheat flour: Per capita availability adjusted for loss,2013,Consumer weight-Lbs/year,118.8195076
Wheat flour: Per capita availability adjusted for loss,2014,Consumer weight-Lbs/year,118.5126713
Wheat flour: Per capita availability adjusted for loss,2015,Consumer weight-Lbs/year,117.0763945
Wheat flour: Per capita availability adjusted for loss,2016,Consumer weight-Lbs/year,115.8625368
Wheat flour: Per capita availability adjusted for loss,2017,Consumer weight-Lbs/year,115.9714419
Wheat flour: Per capita availability adjusted for loss,2018,Consumer weight-Lbs/year,116.2173871
Wheat flour: Per capita availability adjusted for loss,2019,Consumer weight-Lbs/year,115.3108553
Wheat flour: Per capita availability adjusted for loss,2020,Consumer weight-Lbs/year,116.4591847
Wheat flour: Per capita availability adjusted for loss,2021,Consumer weight-Lbs/year,113.7542943
Wheat flour: Per capita availability adjusted for loss,2022,Consumer weight-Lbs/year,116.9587501
Wheat flour: Per capita availability adjusted for loss,1970,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1971,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1972,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1973,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1974,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1975,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1976,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1977,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1978,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1979,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1980,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1981,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1982,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1983,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1984,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1985,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1986,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1987,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1988,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1989,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1990,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1991,Loss at consumer level-Nonedible share-Percent,0
Wheat flour: Per capita availability adjusted for loss,1992,Loss at consumer level-Nonedible share-Percent,0
